accident_reference,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile,lsoa_of_casualty
122101014,1,1,1,1,21,5,3,0,0,0,0,0,9,3,10,E01013451
361144131,1,1,1,2,18,4,3,0,0,0,0,0,9,3,2,E01026716
141104116,1,1,1,2,76,11,3,0,0,0,0,0,9,1,1,E01007544
622100218,1,3,2,2,30,6,3,0,0,0,0,0,19,2,4,W01001917
10303125,2,1,1,1,52,8,2,0,0,0,0,0,9,1,4,E01001140
070289046,1,1,1,1,26,6,3,0,0,0,0,0,9,1,1,E01018520
201078753,2,1,1,1,41,7,3,0,0,0,0,0,9,1,2,E01010531
201078753,3,2,1,2,33,6,3,0,0,0,0,0,19,1,2,E01010404
522106181,1,1,1,1,57,9,3,0,0,0,0,0,9,1,10,E01014875
10315673,1,1,3,1,31,6,3,1,9,0,0,0,0,1,2,E01001868
552100057,1,1,1,1,55,8,2,0,0,0,0,0,9,3,5,E01020506
10333463,1,1,1,2,47,8,3,0,0,0,0,0,9,1,3,E01003391
061043107,2,1,1,1,9,2,3,0,0,0,0,0,1,1,2,E01005580
552101337,1,1,1,1,81,11,3,0,0,0,0,0,9,1,6,E01015368
63A035821,1,1,2,1,21,5,3,0,0,2,0,0,9,2,5,W01000632
63A035821,1,2,2,2,22,5,3,0,0,1,0,0,9,1,4,W01000652
211113576,1,3,1,1,39,7,3,0,0,0,0,0,9,1,2,E01028435
211113576,2,2,1,1,61,9,3,0,0,0,0,0,9,1,9,E01029641
211113576,3,4,1,1,25,5,3,0,0,0,0,0,19,2,8,E01029790
332100436,1,1,1,1,61,9,2,0,0,0,0,0,9,1,2,E01008261
332100436,1,2,2,1,69,10,3,0,0,1,0,0,9,1,8,E01008266
320351344,1,1,3,2,9,2,3,10,1,0,0,0,0,1,3,E01026085
522103806,1,1,3,2,30,6,3,5,1,0,0,0,0,-1,-1,-1
131098686,1,1,1,1,61,9,3,0,0,0,0,0,9,1,1,E01010731
522200311,2,1,1,1,49,8,3,0,0,0,0,0,9,1,6,E01020471
60Z076837,2,1,1,1,19,4,2,0,0,0,0,0,4,-1,-1,-1
522104658,2,1,1,2,20,4,3,0,0,0,0,0,1,1,9,E01014616
201117743,2,1,1,1,55,8,3,0,0,0,0,0,9,1,2,E01008883
201117743,2,2,2,2,7,2,3,0,0,2,0,0,9,1,2,E01008883
34NNC6051,1,1,3,2,65,9,3,5,2,0,0,0,0,1,3,E01026984
131108384,1,1,1,1,21,5,3,0,0,0,0,0,9,1,4,E01010599
131108384,1,3,2,1,21,5,3,0,0,1,0,0,9,1,1,E01010839
131108384,2,2,1,2,23,5,3,0,0,0,0,0,9,1,3,E01033542
201078248,1,1,1,1,36,7,3,0,0,0,0,0,9,-1,-1,-1
10305336,1,1,1,1,54,8,3,0,0,0,0,0,9,-1,-1,-1
34WNC5221,2,1,1,2,58,9,2,0,0,0,0,0,9,1,3,E01027175
531081712,1,1,1,1,24,5,3,0,0,0,0,0,9,2,10,E01022366
10288323,1,1,1,1,39,7,3,0,0,0,0,0,9,1,5,E01003345
131076911,2,1,2,2,36,7,3,0,0,1,0,0,9,1,1,E01011429
131076911,2,2,1,1,57,9,3,0,0,0,0,0,9,1,1,E01011429
131096096,1,1,3,2,13,3,3,6,9,0,0,2,0,1,1,E01011467
622100294,1,1,3,2,10,2,2,5,3,0,0,0,0,1,1,W01001173
111091295,2,1,1,1,36,7,2,0,0,0,0,0,1,3,5,E01020891
141111357,2,1,1,2,18,4,3,0,0,0,0,0,9,2,7,E01007748
061104018,1,1,1,2,47,8,3,0,0,0,0,0,9,1,4,E01005294
10319541,2,1,1,1,41,7,3,0,0,0,0,0,9,1,8,E01030384
161014857,2,1,1,1,50,8,3,0,0,0,0,0,1,1,1,E01012878
320381862,1,1,1,1,21,5,1,0,0,0,0,0,9,2,7,E01026397
320381862,2,2,1,2,34,6,3,0,0,0,0,0,9,2,9,E01026226
351103312,1,1,1,1,13,3,2,0,0,0,0,0,1,1,6,E01018169
1381D0218,2,1,1,1,49,8,3,0,0,0,0,0,1,1,6,E01011574
161024498,1,1,3,2,7,2,2,5,9,0,0,0,0,1,1,E01013138
31B160621,2,1,1,1,54,8,3,0,0,0,0,0,1,1,4,E01028210
201147332,1,1,2,1,22,5,3,0,0,1,0,0,9,1,2,E01010058
549362721,1,1,3,2,79,11,3,6,9,0,0,0,0,2,7,E01031974
522103169,2,1,1,1,28,6,3,0,0,0,0,0,4,1,8,E01014805
101064460,2,1,1,1,60,9,2,0,0,0,0,0,5,1,2,E01008210
131124314,3,1,2,1,47,8,3,0,0,1,0,0,9,1,3,E01011064
122101394,1,1,1,2,41,7,3,0,0,0,0,0,9,1,2,E01027864
10303686,2,1,1,1,33,6,3,0,0,0,0,0,19,-1,-1,-1
10303686,2,2,2,1,41,7,2,0,0,0,0,0,19,-1,-1,-1
522103854,2,1,1,1,50,8,3,0,0,0,0,0,1,3,6,E01014865
10288497,1,1,1,1,21,5,3,0,0,0,0,0,9,1,9,E01000356
131063160,1,1,1,1,44,7,3,0,0,0,0,0,9,2,10,E01011711
552200064,2,1,1,1,10,2,3,0,0,0,0,0,1,1,5,E01015329
131132592,2,1,1,2,44,7,3,0,0,0,0,0,9,2,9,E01011199
131132592,2,2,2,2,8,2,2,0,0,1,0,0,9,2,9,E01011199
211067684,2,1,1,1,60,9,3,0,0,0,0,0,1,1,9,E01029364
31C016921,2,1,1,1,24,5,3,0,0,0,0,0,1,1,2,E01013845
371051713,1,1,1,2,46,8,3,0,0,0,0,0,9,1,7,E01030159
371051713,1,2,2,2,30,6,3,0,0,1,0,0,9,1,10,E01030166
371051713,1,3,2,2,44,7,3,0,0,2,0,0,9,1,4,E01030169
371051713,2,4,1,-1,40,7,3,0,0,0,0,0,9,3,9,E01030193
10332601,1,1,1,2,35,6,3,0,0,0,0,0,9,1,3,E01000689
211035194,1,1,1,2,66,10,3,0,0,0,0,0,9,3,5,E01029696
101056914,1,1,3,2,69,10,3,6,9,0,0,0,0,1,4,E01008175
221117024,1,1,1,1,32,6,3,0,0,0,0,0,9,1,3,E01014010
221117024,1,2,2,1,33,6,3,0,0,1,0,0,9,1,2,E01014626
10288556,2,1,1,1,59,9,3,0,0,0,0,0,1,1,3,E01033324
141064238,1,1,1,1,55,8,3,0,0,0,0,0,5,1,3,E01011868
122100085,1,1,1,2,25,5,3,0,0,0,0,0,9,3,5,E01027590
552100802,1,1,1,2,76,11,3,0,0,0,0,0,9,1,8,E01015436
201144154,1,1,3,2,28,6,3,6,9,0,0,2,0,1,4,E01009276
31D150921,1,1,1,1,25,5,3,0,0,0,0,0,5,1,8,E01028177
10311961,1,1,1,2,33,6,3,0,0,0,0,0,9,1,3,E01002303
10314991,1,1,1,1,43,7,3,0,0,0,0,0,8,1,9,E01021477
552100586,1,1,1,1,50,8,3,0,0,0,0,0,5,1,6,E01015392
10313158,1,1,1,2,47,8,3,0,0,0,0,0,9,1,1,E01001427
10290601,1,1,1,1,42,7,3,0,0,0,0,0,9,1,4,E01032639
10309897,1,1,1,1,52,8,3,0,0,0,0,0,9,1,2,E01003601
061109192,2,1,1,1,34,6,3,0,0,0,0,0,1,1,2,E01005222
302101660,1,1,3,2,21,5,2,1,2,0,0,0,0,1,2,E01013522
201059612,2,1,1,1,31,6,3,0,0,0,0,0,9,1,4,E01009139
10329178,1,1,2,2,1,1,3,0,0,0,4,0,11,1,10,E01000697
211076433,1,1,1,1,50,8,3,0,0,0,0,0,9,1,8,E01019725
122100649,1,1,1,2,28,6,3,0,0,0,0,0,9,1,7,E01027727
122100649,2,2,1,1,31,6,3,0,0,0,0,0,9,1,7,E01027653
122100649,2,3,2,1,23,5,3,0,0,1,0,0,9,1,4,E01011988
141117981,1,1,1,1,29,6,3,0,0,0,0,0,9,1,4,E01007761
10298462,1,1,1,1,26,6,3,0,0,0,0,0,9,1,7,E01003371
052102416,1,1,3,2,27,6,3,10,1,0,0,0,0,1,2,E01006785
361091565,2,1,1,1,27,6,3,0,0,0,0,0,2,3,8,E01026895
320710165,1,1,1,1,42,7,2,0,0,0,0,0,9,3,9,E01026118
221026523,2,1,1,1,31,6,3,0,0,0,0,0,9,1,3,E01032478
131042703,1,1,2,2,12,3,3,0,0,1,0,0,9,2,8,E01011931
302100066,2,1,1,1,38,7,3,0,0,0,0,0,1,-1,-1,-1
070169791,2,1,1,2,37,7,3,0,0,0,0,0,9,1,10,E01007149
1381F0585,2,1,1,2,45,7,3,0,0,0,0,0,9,1,5,E01010598
351130964,1,1,1,2,48,8,3,0,0,0,0,0,9,1,1,E01015609
351130964,1,2,2,2,21,5,3,0,0,1,0,0,9,1,1,E01015609
622100552,2,1,1,2,19,4,3,0,0,0,0,0,1,1,8,W01001721
991031787,2,1,1,1,81,11,3,0,0,0,0,0,1,1,9,-1
10307004,1,1,1,2,27,6,2,0,0,0,0,0,1,1,6,E01004509
63D069221,1,1,1,2,59,9,2,0,0,0,0,0,5,-1,-1,-1
10294196,1,1,3,1,92,11,2,6,9,0,0,0,0,1,4,E01001674
991013199,1,1,1,2,35,6,3,0,0,0,0,0,9,1,3,-1
170M11421,1,1,1,2,26,6,3,0,0,0,0,0,9,-1,-1,-1
221124503,2,1,1,2,23,5,3,0,0,0,0,0,9,1,8,E01032160
10291268,1,1,1,2,18,4,3,0,0,0,0,0,9,1,8,E01000828
201025046,1,1,3,1,14,3,2,4,3,0,0,0,0,1,8,E01009468
10308697,1,1,1,1,28,6,3,0,0,0,0,0,3,1,2,E01003236
141072375,2,1,1,1,36,7,2,0,0,0,0,0,3,1,5,E01004988
10304323,1,1,1,1,21,5,3,0,0,0,0,0,19,1,4,E01001336
10328063,1,1,2,2,50,8,3,0,0,9,0,0,9,1,8,E01021520
10328063,1,2,2,1,54,8,3,0,0,9,0,0,9,1,8,E01021520
131073642,2,1,1,2,64,9,3,0,0,0,0,0,9,1,3,E01011242
991040176,1,1,1,1,32,6,2,0,0,0,0,0,3,2,8,-1
10332514,1,1,1,2,61,9,3,0,0,0,0,0,1,1,10,E01002937
141026193,1,1,1,2,43,7,3,0,0,0,0,0,9,-1,-1,-1
622100858,1,1,1,1,87,11,1,0,0,0,0,0,9,1,4,W01000948
622100858,1,2,2,2,78,11,1,0,0,1,0,0,9,1,4,W01000948
522102194,1,1,1,1,66,10,2,0,0,0,0,0,1,1,6,E01014487
401128465,1,1,1,1,34,6,3,0,0,0,0,0,9,1,9,E01017582
161018818,2,1,1,1,59,9,3,0,0,0,0,0,9,1,1,E01012779
161018818,2,2,2,1,33,6,3,0,0,1,0,0,9,1,1,E01012915
201060667,1,1,3,1,42,7,3,1,1,0,0,0,0,1,1,E01009060
10299673,2,1,1,1,20,4,3,0,0,0,0,0,9,-1,-1,-1
122101214,1,1,1,1,22,5,3,0,0,0,0,0,90,3,7,E01027647
10304978,2,1,1,1,18,4,3,0,0,0,0,0,1,-1,-1,-1
522105895,1,1,1,2,16,4,3,0,0,0,0,0,90,-1,-1,-1
548148721,1,1,3,2,64,9,2,6,9,0,0,0,0,2,7,E01031872
101021205,1,1,1,1,35,6,3,0,0,0,0,0,9,1,4,E01008451
170S11141,1,1,1,1,55,8,3,0,0,0,0,0,9,-1,-1,-1
401040493,2,1,1,1,46,8,3,0,0,0,0,0,9,-1,-1,-1
10315450,2,1,1,1,63,9,3,0,0,0,0,0,3,1,6,E01003033
622100259,1,1,1,2,24,5,3,0,0,0,0,0,9,1,7,W01001062
60Z062535,1,1,3,2,17,4,3,5,3,0,0,0,0,-1,-1,-1
361022194,2,1,1,1,67,10,3,0,0,0,0,0,1,1,7,E01026755
221093452,2,1,1,1,25,5,3,0,0,0,0,0,1,1,7,E01028951
201131127,1,1,3,1,16,4,2,1,1,0,0,0,0,1,2,E01010057
070806530,1,1,1,1,67,10,3,0,0,0,0,0,1,2,10,E01018576
10301167,1,1,2,1,36,7,3,0,0,0,0,0,19,3,3,E01021594
052102894,1,1,3,1,65,9,3,10,9,0,0,0,0,1,2,E01033751
371025394,1,1,1,2,22,5,3,0,0,0,0,0,9,1,9,E01032611
141122307,1,1,3,2,24,5,3,10,9,0,0,0,0,-1,-1,-1
351047248,1,1,1,2,18,4,1,0,0,0,0,0,9,2,7,E01018043
351047248,1,3,2,1,25,5,2,0,0,1,0,0,9,3,3,E01026684
351047248,1,4,2,2,18,4,2,0,0,2,0,0,9,1,5,E01018033
351047248,2,2,1,2,37,7,3,0,0,0,0,0,11,3,5,E01026720
351047248,2,5,2,2,46,8,3,0,0,0,4,0,11,-1,-1,-1
10313805,2,1,1,2,30,6,3,0,0,0,0,0,9,1,5,E01002114
60Z152167,2,1,1,1,35,6,2,0,0,0,0,0,5,-1,-1,-1
201141776,1,1,2,2,34,6,3,0,0,1,0,0,9,1,5,E01010548
10330522,2,1,1,1,32,6,3,0,0,0,0,0,9,1,3,E01003708
10330522,2,2,2,1,26,6,3,0,0,1,0,0,9,1,2,E01004302
061073246,1,1,3,2,35,6,3,10,9,0,0,2,0,1,1,E01005660
211018500,1,1,1,1,57,9,3,0,0,0,0,0,21,1,5,E01029638
211018500,2,2,1,2,39,7,3,0,0,0,0,0,9,-1,-1,-1
520105254,1,1,3,1,21,5,3,6,9,0,0,0,0,1,5,E01029073
302100367,1,2,1,1,23,5,2,0,0,0,0,0,3,1,9,E01013464
302100367,2,1,1,2,48,8,3,0,0,0,0,0,9,1,10,E01013466
061039433,1,1,1,1,82,11,3,0,0,0,0,0,9,1,2,E01004817
061039433,1,2,2,2,30,6,3,0,0,1,0,0,9,1,2,E01004817
101132784,2,1,1,1,56,9,3,0,0,0,0,0,9,1,2,E01033716
10330806,1,1,1,2,36,7,3,0,0,0,0,0,9,1,4,E01000733
10330806,1,2,2,1,8,2,3,0,0,2,0,0,9,1,4,E01000733
10330806,1,3,2,1,5,1,3,0,0,1,0,0,9,1,4,E01000733
34WNC1751,2,1,1,1,24,5,2,0,0,0,0,0,9,1,1,E01002069
10328298,1,1,1,1,22,5,3,0,0,0,0,0,9,1,3,E01033150
10328298,1,2,2,1,18,4,3,0,0,1,0,0,9,1,2,E01003624
10328298,1,3,2,1,17,4,3,0,0,2,0,0,9,-1,-1,-1
320561029,1,1,1,1,60,9,3,0,0,0,0,0,9,1,4,E01031079
320561029,1,2,2,2,55,8,3,0,0,1,0,0,9,1,4,E01031079
63A076321,1,1,1,1,80,11,3,0,0,0,0,0,2,-1,-1,-1
101112011,1,1,2,2,74,10,2,0,0,1,0,0,9,1,8,E01009463
311089315,1,1,1,2,51,8,3,0,0,0,0,0,22,1,4,E01027996
34WNC2461,1,1,1,2,28,6,3,0,0,0,0,0,9,1,4,E01032976
34WNC2461,1,2,2,2,3,1,3,0,0,2,0,0,9,1,4,E01032976
061094050,1,1,1,2,23,5,3,0,0,0,0,0,9,2,8,E01017377
061094050,2,2,1,1,52,8,3,0,0,0,0,0,9,1,1,E01006109
552100614,1,1,3,1,12,3,3,5,4,0,0,0,0,1,8,E01015447
10331428,1,1,2,1,33,6,3,0,0,1,0,0,9,-1,-1,-1
131083827,2,1,1,1,42,7,3,0,0,0,0,0,9,1,1,E01010620
221092187,1,1,1,1,57,9,3,0,0,0,0,0,19,1,5,E01004137
10328516,1,1,3,2,59,9,3,6,9,0,0,0,0,1,6,E01001295
552100632,1,1,1,1,54,8,3,0,0,0,0,0,9,1,3,E01015289
061043033,1,1,3,1,16,4,3,5,3,0,0,2,0,1,4,E01011153
10298829,1,1,1,1,23,5,3,0,0,0,0,0,9,1,6,E01001195
201125206,1,1,3,1,33,6,2,9,5,0,0,2,0,1,1,E01009297
371077615,1,1,1,1,28,6,1,0,0,0,0,0,9,3,5,E01030229
371077615,2,2,1,2,32,6,3,0,0,0,0,0,9,3,6,E01026876
10324797,1,1,1,2,28,6,3,0,0,0,0,0,1,1,2,E01004224
10296769,1,1,1,2,38,7,3,0,0,0,0,0,9,1,2,E01003599
10305999,1,1,3,2,72,10,3,5,3,0,0,0,0,1,6,E01004485
10333749,2,1,1,1,25,5,3,0,0,0,0,0,90,1,8,E01021436
371034961,1,1,1,2,61,9,1,0,0,0,0,0,9,2,5,E01030188
371070382,1,1,3,2,79,11,2,10,4,0,0,0,0,1,10,E01030204
401059337,2,1,1,1,44,7,3,0,0,0,0,0,19,1,5,E01023560
10318274,2,1,1,2,71,10,2,0,0,0,0,0,1,1,10,E01002920
10321857,1,1,1,1,33,6,3,0,0,0,0,0,9,1,6,E01001341
10321857,1,2,2,1,9,2,3,0,0,2,0,0,9,1,2,E01016450
10321857,2,3,1,2,22,5,3,0,0,0,0,0,9,1,9,E01002469
10314261,1,1,3,-1,51,8,3,5,1,0,0,0,0,1,3,E01002151
401095444,1,1,3,1,73,10,3,1,1,0,0,0,0,1,4,E01015804
131049818,2,1,1,1,52,8,3,0,0,0,0,0,9,1,1,E01010813
221021726,1,1,1,1,52,8,3,0,0,0,0,0,9,2,8,W01001553
221059645,1,1,1,1,38,7,3,0,0,0,0,0,19,3,4,E01014016
221059645,2,2,1,1,29,6,3,0,0,0,0,0,9,3,5,E01014056
052102702,2,1,1,1,58,9,3,0,0,0,0,0,9,1,3,E01005120
201049177,1,1,1,1,55,8,3,0,0,0,0,0,98,1,2,E01010074
201113108,1,2,1,2,52,8,3,0,0,0,0,0,9,1,1,E01010098
201113108,2,1,1,1,48,8,3,0,0,0,0,0,9,1,2,E01010065
10331176,1,1,1,2,59,9,3,0,0,0,0,0,9,1,2,E01000086
351086045,1,1,1,1,29,6,3,0,0,0,0,0,9,1,3,E01015624
201149993,1,1,3,1,58,9,3,9,5,0,0,2,0,1,3,E01009264
10288092,1,1,3,1,59,9,2,4,1,0,0,0,0,1,3,E01001502
061088641,2,1,1,1,38,7,2,0,0,0,0,0,9,1,1,E01005386
544338421,1,1,3,2,60,9,3,10,9,0,0,0,0,1,5,E01015571
101028531,1,1,3,1,13,3,2,10,1,0,0,0,0,1,4,E01008732
54C323021,1,1,1,2,26,6,3,0,0,0,0,0,9,2,8,E01032704
54C323021,2,2,2,2,63,9,3,0,0,1,0,0,9,2,9,E01028749
122101070,1,1,1,1,67,10,2,0,0,0,0,0,9,2,8,E01027563
122101070,1,2,2,2,64,9,3,0,0,1,0,0,9,3,6,E01027557
361108033,1,1,1,1,36,7,1,0,0,0,0,0,9,3,7,E01026897
10301208,1,1,1,1,33,6,3,0,0,0,0,0,3,1,5,E01003547
10318717,2,1,1,1,29,6,2,0,0,0,0,0,1,-1,-1,-1
101033157,2,1,2,2,74,10,3,0,0,0,0,0,19,1,3,E01008281
522102739,2,1,1,2,24,5,3,0,0,0,0,0,9,1,9,E01032069
351095223,1,1,1,1,54,8,2,0,0,0,0,0,1,1,8,E01018286
34NNC0161,1,1,1,2,60,9,2,0,0,0,0,0,1,-1,-1,-1
60Z002069,1,1,1,1,52,8,3,0,0,0,0,0,98,-1,-1,-1
991022724,2,1,1,1,21,5,2,0,0,0,0,0,1,1,7,-1
141049420,1,1,1,2,31,6,3,0,0,0,0,0,9,1,1,E01007719
361040224,2,1,1,1,56,9,3,0,0,0,0,0,5,3,9,E01026448
10296114,2,1,1,1,32,6,3,0,0,0,0,0,1,1,9,E01000879
302100595,2,1,1,1,47,8,3,0,0,0,0,0,8,1,7,E01013489
10330072,1,1,1,1,38,7,3,0,0,0,0,0,9,1,7,E01002436
10324672,1,1,1,1,30,6,2,0,0,0,0,0,5,1,3,E01021328
201075003,1,1,1,1,40,7,2,0,0,0,0,0,5,1,4,E01009497
10324898,1,1,1,1,23,5,3,0,0,0,0,0,1,1,7,E01032776
401050932,2,1,1,2,59,9,3,0,0,0,0,0,9,1,3,E01017580
10332311,1,1,1,1,36,7,3,0,0,0,0,0,5,1,2,E01024477
161020962,1,1,3,1,76,11,2,4,3,0,0,0,0,1,4,E01012883
131065807,2,1,1,1,44,7,3,0,0,0,0,0,9,1,2,E01011378
10325041,2,1,1,1,18,4,3,0,0,0,0,0,3,1,1,E01033456
101036254,1,1,3,2,5,1,2,5,1,0,0,0,0,1,2,E01008700
552100645,1,1,1,1,56,9,2,0,0,0,0,0,9,3,8,E01022532
552100645,1,2,2,1,14,3,3,0,0,2,0,0,9,3,9,E01022533
552100645,2,3,1,2,37,7,3,0,0,0,0,0,9,1,10,E01031754
552100645,2,4,2,2,4,1,3,0,0,1,0,0,9,1,10,E01031754
10317047,2,1,1,1,27,6,2,0,0,0,0,0,90,1,2,E01002872
302102031,1,1,3,2,29,6,3,10,9,0,0,0,0,1,2,E01019799
302100855,1,1,3,1,54,8,3,9,7,0,0,0,0,1,5,E01019827
302100855,1,2,3,1,-1,-1,3,9,7,0,0,0,0,1,5,E01019827
10324452,1,1,1,1,14,3,2,0,0,0,0,0,1,1,2,E01000028
201059162,1,1,3,1,55,8,3,8,3,0,0,0,0,-1,-1,-1
201028962,1,1,1,1,37,7,3,0,0,0,0,0,9,1,5,E01009615
101105582,2,1,1,1,30,6,3,0,0,0,0,0,9,1,2,E01008335
052102555,3,1,1,2,25,5,3,0,0,0,0,0,9,3,6,E01007076
10329398,1,1,1,2,27,6,3,0,0,0,0,0,1,1,8,E01004713
531023850,2,1,1,1,28,6,3,0,0,0,0,0,90,1,6,E01022141
320220201,2,1,2,2,46,8,3,0,0,1,0,0,19,2,7,E01026369
10331340,1,1,1,2,55,8,3,0,0,0,0,0,1,1,3,E01004208
061135118,1,1,3,2,62,9,2,10,9,0,0,0,0,1,1,E01005482
34WNC6081,1,1,2,1,45,7,3,0,0,0,0,0,19,1,3,E01027147
201094605,2,1,1,1,27,6,2,0,0,0,0,0,1,1,10,E01010217
361081041,2,1,2,2,49,8,3,0,0,1,0,0,9,1,1,E01033437
101014858,1,1,1,1,31,6,3,0,0,0,0,0,21,1,3,E01008878
10333258,1,1,1,1,38,7,3,0,0,0,0,0,19,1,4,E01021309
10298760,2,1,1,1,14,3,2,0,0,0,0,0,90,1,3,E01004678
10324014,2,1,1,2,32,6,3,0,0,0,0,0,9,1,2,E01003046
302101116,1,1,1,1,38,7,3,0,0,0,0,0,1,1,5,E01019532
361099785,1,1,1,2,20,4,3,0,0,0,0,0,9,1,8,E01026518
361099785,2,2,1,2,26,6,3,0,0,0,0,0,90,1,7,E01026427
522200030,1,1,3,2,21,5,2,6,9,0,0,0,0,1,8,E01014634
34WNC7501,1,1,3,2,60,9,3,5,2,0,0,0,0,-1,-1,-1
10300535,1,1,1,1,67,10,3,0,0,0,0,0,1,1,8,E01000210
201050953,2,1,1,1,35,6,3,0,0,0,0,0,3,1,1,E01009134
10310977,2,1,1,2,32,6,3,0,0,0,0,0,1,1,1,E01033585
10307633,2,1,1,1,34,6,2,0,0,0,0,0,1,1,2,E01001770
552100489,1,1,1,1,18,4,3,0,0,0,0,0,9,1,6,E01015414
411030742,2,1,1,2,37,7,3,0,0,0,0,0,9,3,8,E01023485
63A017321,1,1,2,2,3,1,3,0,0,2,0,0,9,3,4,W01000688
63A017321,1,2,1,2,24,5,3,0,0,0,0,0,9,3,4,W01000688
63A017321,2,3,1,1,57,9,3,0,0,0,0,0,9,3,6,W01000689
332100775,1,1,1,1,16,4,2,0,0,0,0,0,3,1,1,E01013637
10314121,1,1,1,2,27,6,3,0,0,0,0,0,3,1,3,E01001832
552101247,2,1,1,1,53,8,3,0,0,0,0,0,9,2,10,E01022354
552101247,3,2,1,1,23,5,3,0,0,0,0,0,9,1,9,E01002518
552101247,3,3,2,2,22,5,3,0,0,1,0,0,9,1,2,E01002634
361135698,1,1,1,1,28,6,3,0,0,0,0,0,9,1,1,E01016810
361135698,1,2,2,2,49,8,3,0,0,2,0,0,9,1,3,E01026853
170S20021,1,1,1,1,29,6,3,0,0,0,0,0,9,1,9,E01012299
10297329,1,1,3,1,49,8,3,5,1,0,0,0,0,1,6,E01001195
520103909,2,1,1,1,15,3,3,0,0,0,0,0,1,1,1,E01029297
061052570,2,1,1,2,21,5,3,0,0,0,0,0,1,1,3,E01005312
361027044,1,1,3,1,4,1,3,5,3,0,0,0,0,1,5,E01026585
111069372,2,1,1,2,74,10,3,0,0,0,0,0,9,1,2,E01020842
070542272,2,1,1,1,19,4,2,0,0,0,0,0,3,1,9,E01012553
141055234,1,1,1,2,36,7,3,0,0,0,0,0,9,1,7,E01007604
10312428,1,1,3,2,7,2,3,5,9,0,0,0,0,1,6,E01003449
221022396,2,1,1,2,40,7,3,0,0,0,0,0,9,3,7,E01028950
320308702,1,1,2,2,53,8,3,0,0,1,0,0,9,3,8,E01026013
320308702,1,2,1,1,60,9,3,0,0,0,0,0,9,3,8,E01026013
320308702,2,3,1,1,50,8,3,0,0,0,0,0,9,2,7,E01007748
320308702,2,4,2,2,56,9,3,0,0,1,0,0,9,2,7,E01007748
10287691,1,1,1,1,54,8,3,0,0,0,0,0,9,1,8,E01030580
10287691,2,2,1,2,73,10,3,0,0,0,0,0,9,1,10,E01001032
522101309,1,1,1,1,25,5,3,0,0,0,0,0,9,-1,-1,-1
101027515,1,1,3,1,13,3,2,5,1,0,0,0,0,-1,-1,-1
522102004,1,1,1,2,53,8,3,0,0,0,0,0,9,1,3,E01014695
320456430,2,1,1,1,58,9,2,0,0,0,0,0,5,3,7,E01026388
122200096,1,1,3,2,21,5,3,5,1,0,0,0,0,1,8,E01013403
10323667,1,1,1,1,49,8,3,0,0,0,0,0,19,1,7,E01000764
10323667,2,2,1,2,48,8,3,0,0,0,0,0,9,1,3,E01001190
10294283,1,1,3,1,10,2,3,8,3,0,0,0,0,1,4,E01002050
10294283,1,2,3,1,8,2,3,9,8,0,0,0,0,1,4,E01002050
31B129621,2,1,1,1,12,3,2,0,0,0,0,0,1,1,6,E01028050
122100811,1,1,1,1,70,10,3,0,0,0,0,0,9,3,8,E01027627
122100811,2,2,1,1,36,7,3,0,0,0,0,0,9,1,9,E01011580
31C052021,2,1,2,1,18,4,3,0,0,1,0,0,9,1,1,E01013862
070690482,1,1,1,1,18,4,3,0,0,0,0,0,1,1,2,E01018739
161013027,1,1,1,1,53,8,2,0,0,0,0,0,98,1,9,E01013316
10316306,1,1,1,1,37,7,3,0,0,0,0,0,3,1,6,E01024172
061093864,1,1,1,1,37,7,3,0,0,0,0,0,3,1,2,E01011149
061093864,1,2,2,2,22,5,2,0,0,0,0,0,3,1,2,E01011149
101032638,2,1,1,2,31,6,3,0,0,0,0,0,9,2,3,E01008187
101032638,2,2,2,2,12,3,3,0,0,1,0,0,9,1,2,E01027551
231077860,1,1,1,1,46,8,2,0,0,0,0,0,5,1,9,E01026234
10331544,2,1,1,1,19,4,3,0,0,0,0,0,1,1,3,E01003730
101049166,2,1,1,1,71,10,3,0,0,0,0,0,9,2,5,E01008306
061106260,2,1,1,1,39,7,3,0,0,0,0,0,9,1,4,E01005531
141102759,1,1,1,1,22,5,2,0,0,0,0,0,19,1,1,E01007629
141102759,2,3,1,1,34,6,3,0,0,0,0,0,19,1,2,E01009991
141102759,3,2,1,2,28,6,3,0,0,0,0,0,9,1,6,E01007598
10294649,1,1,3,1,31,6,3,1,9,0,0,0,0,-1,-1,-1
991041007,1,1,1,1,27,6,2,0,0,0,0,0,1,1,1,-1
10301616,2,1,1,1,41,7,3,0,0,0,0,0,3,1,2,E01001761
10308954,1,1,3,1,5,1,3,5,1,0,0,0,0,1,6,E01002381
070584973,1,2,2,2,46,8,3,0,0,1,0,0,9,1,8,E01022110
070584973,2,1,1,2,41,7,3,0,0,0,0,0,9,1,9,E01018377
070584973,3,3,1,1,24,5,3,0,0,0,0,0,19,-1,-1,-1
31B011221,1,2,2,2,59,9,3,0,0,1,0,0,9,1,4,E01028291
